transaction_id,timestamp,branch,item,category,qty,unit_price,line_total,ticket_total,discount,tax,void,comp,refund,payment_method,staff
T20260206-00720,2026-02-06T22:01:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,88.00,0.00,13.20,0,0,0,visa,S003
T20260206-00721,2026-02-06T11:50:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,26.00,0.00,3.90,0,0,0,mastercard,S003
T20260206-00722,2026-02-06T09:12:00,MAIN,Chicken Sandwich,food,2,38.00,76.00,134.00,0.00,20.10,0,0,0,visa,S002
T20260206-00722,2026-02-06T09:12:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,134.00,0.00,20.10,0,0,0,visa,S002
T20260206-00722,2026-02-06T09:12:00,MAIN,Iced Americano,other,1,16.00,16.00,134.00,0.00,20.10,0,0,0,visa,S002
T20260206-00722,2026-02-06T09:12:00,MAIN,Iced Americano,other,1,16.00,16.00,134.00,0.00,20.10,0,0,0,visa,S002
T20260206-00723,2026-02-06T09:25:00,MAIN,Cappuccino,other,1,20.00,20.00,98.00,0.00,14.70,0,0,0,visa,S001
T20260206-00723,2026-02-06T09:25:00,MAIN,Matcha Latte,beverage,3,26.00,78.00,98.00,0.00,14.70,0,0,0,visa,S001
T20260206-00724,2026-02-06T10:39:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,52.00,0.00,7.80,0,0,0,cash,S003
T20260206-00724,2026-02-06T10:39:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,52.00,0.00,7.80,0,0,0,cash,S003
T20260206-00725,2026-02-06T14:34:00,MAIN,Breakfast Set,food,2,45.00,90.00,106.00,0.00,15.90,0,0,0,cash,S004
T20260206-00725,2026-02-06T14:34:00,MAIN,Iced Americano,other,1,16.00,16.00,106.00,0.00,15.90,0,0,0,cash,S004
T20260206-00726,2026-02-06T09:39:00,MAIN,Croissant,other,1,14.00,14.00,14.00,0.00,2.10,0,0,0,apple_pay,S004
T20260206-00727,2026-02-06T11:50:00,MAIN,Bottled Water,other,1,5.00,5.00,5.00,0.00,0.75,0,0,0,visa,S002
T20260206-00728,2026-02-06T15:56:00,MAIN,Bottled Water,other,1,5.00,5.00,5.00,0.00,0.75,0,0,0,cash,S005
T20260206-00729,2026-02-06T10:32:00,MAIN,Chicken Sandwich,food,2,38.00,76.00,148.00,0.00,22.20,0,0,0,cash,S004
T20260206-00729,2026-02-06T10:32:00,MAIN,Cappuccino,other,1,20.00,20.00,148.00,0.00,22.20,0,0,0,cash,S004
T20260206-00729,2026-02-06T10:32:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,148.00,0.00,22.20,0,0,0,cash,S004
T20260206-00729,2026-02-06T10:32:00,MAIN,Croissant,other,1,14.00,14.00,148.00,0.00,22.20,0,0,0,cash,S004
T20260206-00730,2026-02-06T17:37:00,MAIN,Mocha,beverage,1,24.00,24.00,24.00,0.00,3.60,0,0,0,cash,S002
T20260206-00731,2026-02-06T16:52:00,MAIN,Dessert of Day,other,1,28.00,28.00,28.00,0.00,4.20,0,0,0,apple_pay,S004
T20260206-00732,2026-02-06T21:15:00,MAIN,Cappuccino,other,1,20.00,20.00,25.00,0.00,3.75,0,0,0,cash,S002
T20260206-00732,2026-02-06T21:15:00,MAIN,Bottled Water,other,1,5.00,5.00,25.00,0.00,3.75,0,0,0,cash,S002
T20260206-00733,2026-02-06T16:20:00,MAIN,Iced Americano,other,1,16.00,16.00,36.00,0.00,5.40,0,0,0,cash,S001
T20260206-00733,2026-02-06T16:20:00,MAIN,Cappuccino,other,1,20.00,20.00,36.00,0.00,5.40,0,0,0,cash,S001
T20260206-00734,2026-02-06T19:50:00,MAIN,Mocha,beverage,2,24.00,48.00,64.00,0.00,9.60,0,0,0,mastercard,S001
T20260206-00734,2026-02-06T19:50:00,MAIN,Iced Americano,other,1,16.00,16.00,64.00,0.00,9.60,0,0,0,mastercard,S001
T20260206-00735,2026-02-06T15:11:00,MAIN,Dessert of Day,other,1,28.00,28.00,64.00,0.00,9.60,0,0,0,cash,S005
T20260206-00735,2026-02-06T15:11:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,64.00,0.00,9.60,0,0,0,cash,S005
T20260206-00735,2026-02-06T15:11:00,MAIN,Bottled Water,other,2,5.00,10.00,64.00,0.00,9.60,0,0,0,cash,S005
T20260206-00736,2026-02-06T10:02:00,MAIN,Cappuccino,other,1,20.00,20.00,80.00,0.00,12.00,0,0,0,visa,S001
T20260206-00736,2026-02-06T10:02:00,MAIN,Croissant,other,1,14.00,14.00,80.00,0.00,12.00,0,0,0,visa,S001
T20260206-00736,2026-02-06T10:02:00,MAIN,Latte,beverage,1,18.00,18.00,80.00,0.00,12.00,0,0,0,visa,S001
T20260206-00736,2026-02-06T10:02:00,MAIN,Dessert of Day,other,1,28.00,28.00,80.00,0.00,12.00,0,0,0,visa,S001
T20260206-00737,2026-02-06T18:36:00,MAIN,Croissant,other,2,14.00,28.00,73.00,0.00,10.95,0,0,0,visa,S005
T20260206-00737,2026-02-06T18:36:00,MAIN,Breakfast Set,food,1,45.00,45.00,73.00,0.00,10.95,0,0,0,visa,S005
T20260206-00738,2026-02-06T08:27:00,MAIN,Bottled Water,other,1,5.00,5.00,5.00,0.00,0.75,0,0,0,cash,S002
T20260206-00739,2026-02-06T17:05:00,MAIN,Dessert of Day,other,1,28.00,28.00,38.00,0.00,5.70,0,0,0,cash,S002
T20260206-00739,2026-02-06T17:05:00,MAIN,Bottled Water,other,1,5.00,5.00,38.00,0.00,5.70,0,0,0,cash,S002
T20260206-00739,2026-02-06T17:05:00,MAIN,Bottled Water,other,1,5.00,5.00,38.00,0.00,5.70,0,0,0,cash,S002
T20260206-00740,2026-02-06T11:16:00,MAIN,Mocha,beverage,2,24.00,48.00,76.00,0.00,11.40,0,0,0,visa,S003
T20260206-00740,2026-02-06T11:16:00,MAIN,Croissant,other,2,14.00,28.00,76.00,0.00,11.40,0,0,0,visa,S003
T20260206-00741,2026-02-06T12:16:00,MAIN,Dessert of Day,other,2,28.00,56.00,102.00,0.00,15.30,0,0,0,mastercard,S005
T20260206-00741,2026-02-06T12:16:00,MAIN,Cappuccino,other,1,20.00,20.00,102.00,0.00,15.30,0,0,0,mastercard,S005
T20260206-00741,2026-02-06T12:16:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,102.00,0.00,15.30,0,0,0,mastercard,S005
T20260206-00742,2026-02-06T14:53:00,MAIN,Breakfast Set,food,1,45.00,45.00,107.00,0.00,16.05,0,0,0,mastercard,S002
T20260206-00742,2026-02-06T14:53:00,MAIN,Latte,beverage,2,18.00,36.00,107.00,0.00,16.05,0,0,0,mastercard,S002
T20260206-00742,2026-02-06T14:53:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,107.00,0.00,16.05,0,0,0,mastercard,S002
T20260206-00743,2026-02-06T14:02:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,66.00,0.00,9.90,0,0,0,apple_pay,S001
T20260206-00743,2026-02-06T14:02:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,66.00,0.00,9.90,0,0,0,apple_pay,S001
T20260206-00743,2026-02-06T14:02:00,MAIN,Croissant,other,1,14.00,14.00,66.00,0.00,9.90,0,0,0,apple_pay,S001
T20260207-00744,2026-02-07T16:15:00,MAIN,Croissant,other,1,14.00,14.00,32.00,0.00,4.80,0,0,0,mada,S002
T20260207-00744,2026-02-07T16:15:00,MAIN,Latte,beverage,1,18.00,18.00,32.00,0.00,4.80,0,0,0,mada,S002
T20260207-00745,2026-02-07T13:03:00,MAIN,Bottled Water,other,1,5.00,5.00,29.00,0.00,4.35,0,0,0,cash,S003
T20260207-00745,2026-02-07T13:03:00,MAIN,Mocha,beverage,1,24.00,24.00,29.00,0.00,4.35,0,0,0,cash,S003
T20260207-00746,2026-02-07T08:20:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,74.00,0.00,11.10,0,0,0,cash,S004
T20260207-00746,2026-02-07T08:20:00,MAIN,Latte,beverage,1,18.00,18.00,74.00,0.00,11.10,0,0,0,cash,S004
T20260207-00746,2026-02-07T08:20:00,MAIN,Latte,beverage,1,18.00,18.00,74.00,0.00,11.10,0,0,0,cash,S004
T20260207-00747,2026-02-07T14:52:00,MAIN,Latte,beverage,2,18.00,36.00,58.00,0.00,8.70,0,0,0,mada,S004
T20260207-00747,2026-02-07T14:52:00,MAIN,Flat White,other,1,22.00,22.00,58.00,0.00,8.70,0,0,0,mada,S004
T20260207-00748,2026-02-07T19:21:00,MAIN,Chicken Sandwich,food,2,38.00,76.00,138.00,0.00,20.70,0,0,0,mastercard,S001
T20260207-00748,2026-02-07T19:21:00,MAIN,Iced Americano,other,1,16.00,16.00,138.00,0.00,20.70,0,0,0,mastercard,S001
T20260207-00748,2026-02-07T19:21:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,138.00,0.00,20.70,0,0,0,mastercard,S001
T20260207-00748,2026-02-07T19:21:00,MAIN,Cappuccino,other,1,20.00,20.00,138.00,0.00,20.70,0,0,0,mastercard,S001
T20260207-00749,2026-02-07T13:50:00,MAIN,Cappuccino,other,2,20.00,40.00,66.00,0.00,9.90,0,0,1,apple_pay,S005
T20260207-00749,2026-02-07T13:50:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,66.00,0.00,9.90,0,0,1,apple_pay,S005
T20260207-00750,2026-02-07T19:48:00,MAIN,Breakfast Set,food,1,45.00,45.00,50.00,0.00,7.50,0,0,0,mada,S001
T20260207-00750,2026-02-07T19:48:00,MAIN,Bottled Water,other,1,5.00,5.00,50.00,0.00,7.50,0,0,0,mada,S001
T20260207-00751,2026-02-07T11:56:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,60.00,0.00,9.00,0,0,0,visa,S005
T20260207-00751,2026-02-07T11:56:00,MAIN,Croissant,other,1,14.00,14.00,60.00,0.00,9.00,0,0,0,visa,S005
T20260207-00751,2026-02-07T11:56:00,MAIN,Cappuccino,other,1,20.00,20.00,60.00,0.00,9.00,0,0,0,visa,S005
T20260207-00752,2026-02-07T08:04:00,MAIN,Cappuccino,other,1,20.00,20.00,20.00,0.00,3.00,0,0,0,mastercard,S001
T20260207-00753,2026-02-07T16:47:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,90.00,0.00,13.50,0,0,0,cash,S003
T20260207-00753,2026-02-07T16:47:00,MAIN,Mocha,beverage,1,24.00,24.00,90.00,0.00,13.50,0,0,0,cash,S003
T20260207-00753,2026-02-07T16:47:00,MAIN,Dessert of Day,other,1,28.00,28.00,90.00,0.00,13.50,0,0,0,cash,S003
T20260207-00754,2026-02-07T11:00:00,MAIN,Latte,beverage,1,18.00,18.00,118.00,0.00,17.70,0,0,0,mada,S003
T20260207-00754,2026-02-07T11:00:00,MAIN,Mocha,beverage,1,24.00,24.00,118.00,0.00,17.70,0,0,0,mada,S003
T20260207-00754,2026-02-07T11:00:00,MAIN,Chicken Sandwich,food,2,38.00,76.00,118.00,0.00,17.70,0,0,0,mada,S003
T20260207-00755,2026-02-07T09:14:00,MAIN,Croissant,other,1,14.00,14.00,14.00,0.00,2.10,0,0,0,mada,S005
T20260207-00756,2026-02-07T08:50:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,38.00,0.00,5.70,0,0,0,mada,S001
T20260207-00757,2026-02-07T17:27:00,MAIN,Iced Americano,other,1,16.00,16.00,16.00,0.00,2.40,0,0,0,mada,S002
T20260207-00758,2026-02-07T12:27:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,83.00,0.00,12.45,0,0,0,visa,S003
T20260207-00758,2026-02-07T12:27:00,MAIN,Breakfast Set,food,1,45.00,45.00,83.00,0.00,12.45,0,0,0,visa,S003
T20260207-00759,2026-02-07T14:37:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,71.00,0.00,10.65,0,0,0,cash,S001
T20260207-00759,2026-02-07T14:37:00,MAIN,Breakfast Set,food,1,45.00,45.00,71.00,0.00,10.65,0,0,0,cash,S001
T20260207-00760,2026-02-07T15:53:00,MAIN,Iced Americano,other,1,16.00,16.00,61.00,0.00,9.15,0,0,0,mada,S003
T20260207-00760,2026-02-07T15:53:00,MAIN,Breakfast Set,food,1,45.00,45.00,61.00,0.00,9.15,0,0,0,mada,S003
T20260207-00761,2026-02-07T12:52:00,MAIN,Iced Americano,other,1,16.00,16.00,120.00,0.00,18.00,0,0,0,visa,S004
T20260207-00761,2026-02-07T12:52:00,MAIN,Latte,beverage,3,18.00,54.00,120.00,0.00,18.00,0,0,0,visa,S004
T20260207-00761,2026-02-07T12:52:00,MAIN,Dessert of Day,other,1,28.00,28.00,120.00,0.00,18.00,0,0,0,visa,S004
T20260207-00761,2026-02-07T12:52:00,MAIN,Flat White,other,1,22.00,22.00,120.00,0.00,18.00,0,0,0,visa,S004
T20260207-00762,2026-02-07T11:08:00,MAIN,Mocha,beverage,1,24.00,24.00,76.00,0.00,11.40,0,0,0,mada,S004
T20260207-00762,2026-02-07T11:08:00,MAIN,Dessert of Day,other,1,28.00,28.00,76.00,0.00,11.40,0,0,0,mada,S004
T20260207-00762,2026-02-07T11:08:00,MAIN,Mocha,beverage,1,24.00,24.00,76.00,0.00,11.40,0,0,0,mada,S004
T20260207-00763,2026-02-07T10:36:00,MAIN,Breakfast Set,food,2,45.00,90.00,90.00,0.00,13.50,0,0,0,mastercard,S002
T20260207-00764,2026-02-07T20:38:00,MAIN,Dessert of Day,other,2,28.00,56.00,72.00,0.00,10.80,0,0,0,cash,S004
T20260207-00764,2026-02-07T20:38:00,MAIN,Iced Americano,other,1,16.00,16.00,72.00,0.00,10.80,0,0,0,cash,S004
T20260207-00765,2026-02-07T09:05:00,MAIN,Flat White,other,1,22.00,22.00,58.00,0.00,8.70,1,0,0,mada,S002
T20260207-00765,2026-02-07T09:05:00,MAIN,Iced Americano,other,1,16.00,16.00,58.00,0.00,8.70,1,0,0,mada,S002
T20260207-00765,2026-02-07T09:05:00,MAIN,Cappuccino,other,1,20.00,20.00,58.00,0.00,8.70,1,0,0,mada,S002
T20260207-00766,2026-02-07T17:54:00,MAIN,Croissant,other,2,14.00,28.00,28.00,0.00,4.20,0,0,0,mada,S003
T20260207-00767,2026-02-07T19:58:00,MAIN,Croissant,other,1,14.00,14.00,74.00,0.00,11.10,0,0,1,cash,S003
T20260207-00767,2026-02-07T19:58:00,MAIN,Iced Americano,other,2,16.00,32.00,74.00,0.00,11.10,0,0,1,cash,S003
T20260207-00767,2026-02-07T19:58:00,MAIN,Croissant,other,2,14.00,28.00,74.00,0.00,11.10,0,0,1,cash,S003
T20260207-00768,2026-02-07T19:27:00,MAIN,Croissant,other,2,14.00,28.00,42.00,0.00,6.30,0,0,0,mastercard,S004
T20260207-00768,2026-02-07T19:27:00,MAIN,Croissant,other,1,14.00,14.00,42.00,0.00,6.30,0,0,0,mastercard,S004
T20260207-00769,2026-02-07T10:29:00,MAIN,Iced Americano,other,1,16.00,16.00,21.00,0.00,3.15,0,0,0,mastercard,S003
T20260207-00769,2026-02-07T10:29:00,MAIN,Bottled Water,other,1,5.00,5.00,21.00,0.00,3.15,0,0,0,mastercard,S003
T20260207-00770,2026-02-07T18:34:00,MAIN,Mocha,beverage,1,24.00,24.00,24.00,0.00,3.60,0,0,0,apple_pay,S001
T20260207-00771,2026-02-07T11:44:00,MAIN,Dessert of Day,other,2,28.00,56.00,102.00,0.00,15.30,0,0,0,cash,S003
T20260207-00771,2026-02-07T11:44:00,MAIN,Mocha,beverage,1,24.00,24.00,102.00,0.00,15.30,0,0,0,cash,S003
T20260207-00771,2026-02-07T11:44:00,MAIN,Flat White,other,1,22.00,22.00,102.00,0.00,15.30,0,0,0,cash,S003
T20260207-00772,2026-02-07T16:27:00,MAIN,Dessert of Day,other,1,28.00,28.00,28.00,0.00,4.20,0,0,0,mada,S001
T20260207-00773,2026-02-07T12:14:00,MAIN,Chicken Sandwich,food,2,38.00,76.00,124.00,0.00,18.60,0,0,0,cash,S002
T20260207-00773,2026-02-07T12:14:00,MAIN,Mocha,beverage,2,24.00,48.00,124.00,0.00,18.60,0,0,0,cash,S002
T20260207-00774,2026-02-07T18:51:00,MAIN,Bottled Water,other,1,5.00,5.00,39.00,0.00,5.85,0,0,0,visa,S005
T20260207-00774,2026-02-07T18:51:00,MAIN,Iced Americano,other,1,16.00,16.00,39.00,0.00,5.85,0,0,0,visa,S005
T20260207-00774,2026-02-07T18:51:00,MAIN,Latte,beverage,1,18.00,18.00,39.00,0.00,5.85,0,0,0,visa,S005
T20260207-00775,2026-02-07T12:49:00,MAIN,Croissant,other,1,14.00,14.00,14.00,0.00,2.10,0,0,0,mastercard,S002
T20260207-00776,2026-02-07T13:56:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,38.00,0.00,5.70,0,0,0,mada,S005
T20260207-00777,2026-02-07T11:25:00,MAIN,Dessert of Day,other,1,28.00,28.00,46.00,0.00,6.90,1,0,0,mastercard,S002
T20260207-00777,2026-02-07T11:25:00,MAIN,Latte,beverage,1,18.00,18.00,46.00,0.00,6.90,1,0,0,mastercard,S002
T20260207-00778,2026-02-07T12:07:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,84.00,0.00,12.60,0,0,0,cash,S002
T20260207-00778,2026-02-07T12:07:00,MAIN,Croissant,other,1,14.00,14.00,84.00,0.00,12.60,0,0,0,cash,S002
T20260207-00778,2026-02-07T12:07:00,MAIN,Flat White,other,2,22.00,44.00,84.00,0.00,12.60,0,0,0,cash,S002
T20260207-00779,2026-02-07T18:00:00,MAIN,Flat White,other,1,22.00,22.00,22.00,0.00,3.30,0,0,0,visa,S001
T20260207-00780,2026-02-07T11:14:00,MAIN,Flat White,other,1,22.00,22.00,62.00,0.00,9.30,0,0,0,mastercard,S005
T20260207-00780,2026-02-07T11:14:00,MAIN,Cappuccino,other,2,20.00,40.00,62.00,0.00,9.30,0,0,0,mastercard,S005
T20260207-00781,2026-02-07T15:33:00,MAIN,Flat White,other,1,22.00,22.00,22.00,0.00,3.30,0,0,0,mastercard,S001
T20260207-00782,2026-02-07T17:08:00,MAIN,Bottled Water,other,3,5.00,15.00,15.00,0.00,2.25,0,0,0,cash,S001
T20260208-00783,2026-02-08T08:50:00,MAIN,Bottled Water,other,1,5.00,5.00,73.00,0.00,10.95,0,0,0,cash,S003
T20260208-00783,2026-02-08T08:50:00,MAIN,Iced Americano,other,1,16.00,16.00,73.00,0.00,10.95,0,0,0,cash,S003
T20260208-00783,2026-02-08T08:50:00,MAIN,Dessert of Day,other,1,28.00,28.00,73.00,0.00,10.95,0,0,0,cash,S003
T20260208-00783,2026-02-08T08:50:00,MAIN,Mocha,beverage,1,24.00,24.00,73.00,0.00,10.95,0,0,0,cash,S003
T20260208-00784,2026-02-08T11:41:00,MAIN,Dessert of Day,other,1,28.00,28.00,68.00,0.00,10.20,0,0,0,mada,S005
T20260208-00784,2026-02-08T11:41:00,MAIN,Mocha,beverage,1,24.00,24.00,68.00,0.00,10.20,0,0,0,mada,S005
T20260208-00784,2026-02-08T11:41:00,MAIN,Iced Americano,other,1,16.00,16.00,68.00,0.00,10.20,0,0,0,mada,S005
T20260208-00785,2026-02-08T22:40:00,MAIN,Croissant,other,1,14.00,14.00,59.00,0.00,8.85,0,0,0,mada,S005
T20260208-00785,2026-02-08T22:40:00,MAIN,Breakfast Set,food,1,45.00,45.00,59.00,0.00,8.85,0,0,0,mada,S005
T20260208-00786,2026-02-08T21:35:00,MAIN,Flat White,other,1,22.00,22.00,48.00,0.00,7.20,0,0,0,mastercard,S005
T20260208-00786,2026-02-08T21:35:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,48.00,0.00,7.20,0,0,0,mastercard,S005
T20260208-00787,2026-02-08T16:31:00,MAIN,Cappuccino,other,2,20.00,40.00,62.00,0.00,9.30,0,0,0,mastercard,S004
T20260208-00787,2026-02-08T16:31:00,MAIN,Flat White,other,1,22.00,22.00,62.00,0.00,9.30,0,0,0,mastercard,S004
T20260208-00788,2026-02-08T12:10:00,MAIN,Bottled Water,other,1,5.00,5.00,106.00,0.00,15.90,0,0,0,mada,S002
T20260208-00788,2026-02-08T12:10:00,MAIN,Breakfast Set,food,1,45.00,45.00,106.00,0.00,15.90,0,0,0,mada,S002
T20260208-00788,2026-02-08T12:10:00,MAIN,Dessert of Day,other,2,28.00,56.00,106.00,0.00,15.90,0,0,0,mada,S002
T20260208-00789,2026-02-08T11:18:00,MAIN,Croissant,other,1,14.00,14.00,36.00,0.00,5.40,0,0,0,mada,S005
T20260208-00789,2026-02-08T11:18:00,MAIN,Flat White,other,1,22.00,22.00,36.00,0.00,5.40,0,0,0,mada,S005
T20260208-00790,2026-02-08T14:19:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,38.00,0.00,5.70,0,0,0,apple_pay,S001
T20260208-00791,2026-02-08T21:06:00,MAIN,Flat White,other,1,22.00,22.00,62.00,0.00,9.30,0,0,0,apple_pay,S004
T20260208-00791,2026-02-08T21:06:00,MAIN,Latte,beverage,1,18.00,18.00,62.00,0.00,9.30,0,0,0,apple_pay,S004
T20260208-00791,2026-02-08T21:06:00,MAIN,Flat White,other,1,22.00,22.00,62.00,0.00,9.30,0,0,0,apple_pay,S004
T20260208-00792,2026-02-08T16:26:00,MAIN,Bottled Water,other,2,5.00,10.00,90.00,0.00,13.50,0,0,0,mada,S004
T20260208-00792,2026-02-08T16:26:00,MAIN,Dessert of Day,other,1,28.00,28.00,90.00,0.00,13.50,0,0,0,mada,S004
T20260208-00792,2026-02-08T16:26:00,MAIN,Mocha,beverage,1,24.00,24.00,90.00,0.00,13.50,0,0,0,mada,S004
T20260208-00792,2026-02-08T16:26:00,MAIN,Dessert of Day,other,1,28.00,28.00,90.00,0.00,13.50,0,0,0,mada,S004
T20260208-00793,2026-02-08T11:40:00,MAIN,Dessert of Day,other,1,28.00,28.00,46.00,0.00,6.90,0,0,0,cash,S004
T20260208-00793,2026-02-08T11:40:00,MAIN,Latte,beverage,1,18.00,18.00,46.00,0.00,6.90,0,0,0,cash,S004
T20260208-00794,2026-02-08T19:28:00,MAIN,Cappuccino,other,2,20.00,40.00,68.00,0.00,10.20,0,0,0,apple_pay,S005
T20260208-00794,2026-02-08T19:28:00,MAIN,Dessert of Day,other,1,28.00,28.00,68.00,0.00,10.20,0,0,0,apple_pay,S005
T20260208-00795,2026-02-08T12:55:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,52.00,0.00,7.80,0,0,0,mada,S004
T20260208-00795,2026-02-08T12:55:00,MAIN,Bottled Water,other,2,5.00,10.00,52.00,0.00,7.80,0,0,0,mada,S004
T20260208-00795,2026-02-08T12:55:00,MAIN,Iced Americano,other,1,16.00,16.00,52.00,0.00,7.80,0,0,0,mada,S004
T20260208-00796,2026-02-08T11:39:00,MAIN,Dessert of Day,other,1,28.00,28.00,60.00,0.00,9.00,0,0,0,mada,S005
T20260208-00796,2026-02-08T11:39:00,MAIN,Iced Americano,other,2,16.00,32.00,60.00,0.00,9.00,0,0,0,mada,S005
T20260208-00797,2026-02-08T18:15:00,MAIN,Iced Americano,other,1,16.00,16.00,16.00,0.00,2.40,1,0,0,apple_pay,S004
T20260208-00798,2026-02-08T11:01:00,MAIN,Bottled Water,other,1,5.00,5.00,31.00,0.00,4.65,0,0,0,cash,S001
T20260208-00798,2026-02-08T11:01:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,31.00,0.00,4.65,0,0,0,cash,S001
T20260208-00799,2026-02-08T10:33:00,MAIN,Latte,beverage,1,18.00,18.00,66.00,0.00,9.90,0,0,0,mastercard,S002
T20260208-00799,2026-02-08T10:33:00,MAIN,Dessert of Day,other,1,28.00,28.00,66.00,0.00,9.90,0,0,0,mastercard,S002
T20260208-00799,2026-02-08T10:33:00,MAIN,Cappuccino,other,1,20.00,20.00,66.00,0.00,9.90,0,0,0,mastercard,S002
T20260208-00800,2026-02-08T10:21:00,MAIN,Dessert of Day,other,2,28.00,56.00,82.00,0.00,12.30,0,0,0,apple_pay,S001
T20260208-00800,2026-02-08T10:21:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,82.00,0.00,12.30,0,0,0,apple_pay,S001
T20260208-00801,2026-02-08T20:26:00,MAIN,Dessert of Day,other,1,28.00,28.00,48.00,0.00,7.20,1,0,0,mada,S004
T20260208-00801,2026-02-08T20:26:00,MAIN,Cappuccino,other,1,20.00,20.00,48.00,0.00,7.20,1,0,0,mada,S004
T20260208-00802,2026-02-08T10:41:00,MAIN,Bottled Water,other,1,5.00,5.00,21.00,0.00,3.15,0,0,0,mada,S005
T20260208-00802,2026-02-08T10:41:00,MAIN,Iced Americano,other,1,16.00,16.00,21.00,0.00,3.15,0,0,0,mada,S005
T20260208-00803,2026-02-08T19:42:00,MAIN,Breakfast Set,food,1,45.00,45.00,45.00,0.00,6.75,0,0,0,mastercard,S003
T20260208-00804,2026-02-08T10:21:00,MAIN,Flat White,other,1,22.00,22.00,89.00,0.00,13.35,0,0,0,visa,S004
T20260208-00804,2026-02-08T10:21:00,MAIN,Bottled Water,other,1,5.00,5.00,89.00,0.00,13.35,0,0,0,visa,S004
T20260208-00804,2026-02-08T10:21:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,89.00,0.00,13.35,0,0,0,visa,S004
T20260208-00804,2026-02-08T10:21:00,MAIN,Latte,beverage,2,18.00,36.00,89.00,0.00,13.35,0,0,0,visa,S004
T20260208-00805,2026-02-08T19:59:00,MAIN,Flat White,other,1,22.00,22.00,42.00,0.00,6.30,0,0,0,cash,S002
T20260208-00805,2026-02-08T19:59:00,MAIN,Cappuccino,other,1,20.00,20.00,42.00,0.00,6.30,0,0,0,cash,S002
T20260208-00806,2026-02-08T15:04:00,MAIN,Flat White,other,2,22.00,44.00,44.00,0.00,6.60,0,0,0,apple_pay,S004
T20260208-00807,2026-02-08T20:21:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,26.00,0.00,3.90,0,0,0,mada,S004
T20260208-00808,2026-02-08T20:12:00,MAIN,Cappuccino,other,2,20.00,40.00,60.00,0.00,9.00,0,0,0,cash,S005
T20260208-00808,2026-02-08T20:12:00,MAIN,Cappuccino,other,1,20.00,20.00,60.00,0.00,9.00,0,0,0,cash,S005
T20260208-00809,2026-02-08T17:25:00,MAIN,Dessert of Day,other,1,28.00,28.00,28.00,0.00,4.20,0,0,0,apple_pay,S003
T20260208-00810,2026-02-08T21:23:00,MAIN,Iced Americano,other,1,16.00,16.00,44.00,0.00,6.60,0,0,0,cash,S004
T20260208-00810,2026-02-08T21:23:00,MAIN,Dessert of Day,other,1,28.00,28.00,44.00,0.00,6.60,0,0,0,cash,S004
T20260208-00811,2026-02-08T14:08:00,MAIN,Mocha,beverage,1,24.00,24.00,38.00,0.00,5.70,0,0,0,mastercard,S003
T20260208-00811,2026-02-08T14:08:00,MAIN,Croissant,other,1,14.00,14.00,38.00,0.00,5.70,0,0,0,mastercard,S003
T20260208-00812,2026-02-08T21:14:00,MAIN,Latte,beverage,1,18.00,18.00,18.00,0.00,2.70,0,0,0,visa,S004
T20260208-00813,2026-02-08T12:10:00,MAIN,Mocha,beverage,1,24.00,24.00,58.00,0.00,8.70,0,0,0,visa,S002
T20260208-00813,2026-02-08T12:10:00,MAIN,Cappuccino,other,1,20.00,20.00,58.00,0.00,8.70,0,0,0,visa,S002
T20260208-00813,2026-02-08T12:10:00,MAIN,Croissant,other,1,14.00,14.00,58.00,0.00,8.70,0,0,0,visa,S002
T20260208-00814,2026-02-08T14:11:00,MAIN,Flat White,other,1,22.00,22.00,36.00,0.00,5.40,0,0,0,mastercard,S004
T20260208-00814,2026-02-08T14:11:00,MAIN,Croissant,other,1,14.00,14.00,36.00,0.00,5.40,0,0,0,mastercard,S004
